Yr,Mon,Contribs,Followers
2014, 10, 6, 0
2013, 11, 6, 0
2015, 2, 6, 20
2014, 6, 6, 1
2015, 3, 6, 0
2015, 8, 6, 0
2015, 5, 6, 0
2014, 7, 6, 0
2014, 8, 6, 6
2013, 10, 6, 0
2013, 8, 6, 1
2011, 10, 6, 0
2009, 9, 6, 35
2014, 6, 6, 0
2013, 3, 6, 3
2015, 3, 6, 2
2014, 3, 6, 3
2012, 9, 6, 0
2008, 9, 6, 6
2015, 4, 6, 0
2015, 5, 6, 0
2011, 1, 6, 7
2016, 1, 6, 2
2013, 2, 6, 0
2013, 2, 6, 0
2012, 10, 6, 3
2013, 10, 6, 4
2011, 2, 6, 34
2014, 3, 6, 0
2015, 4, 6, 0
2013, 2, 6, 0
2014, 7, 6, 6
2011, 3, 6, 4
2012, 5, 6, 0
2014, 7, 5, 6
2014, 4, 5, 2
2010, 12, 5, 2
2015, 3, 5, 2
2015, 2, 5, 0
2013, 10, 5, 2
2014, 10, 5, 0
2012, 6, 5, 2
2009, 11, 5, 2
2013, 3, 5, 0
2015, 11, 5, 2
2015, 3, 5, 0
2015, 3, 5, 0
2015, 3, 5, 0
2015, 5, 5, 2
2015, 10, 5, 0
2015, 3, 5, 0
2015, 1, 5, 2
2014, 12, 5, 0
2014, 9, 5, 0
2013, 8, 5, 2
2015, 5, 5, 2
2010, 4, 5, 2
2014, 6, 5, 0
2014, 12, 5, 0
2008, 9, 5, 49
2015, 1, 5, 0
2015, 3, 5, 0
2015, 3, 5, 0
2015, 1, 5, 0
2013, 4, 5, 2
2015, 3, 5, 0
2012, 6, 5, 2
2013, 3, 5, 38
2012, 1, 5, 2
2012, 10, 5, 2
2013, 4, 5, 2
2013, 8, 5, 2
2012, 6, 5, 2
2015, 2, 5, 0
2015, 1, 5, 0
2011, 6, 5, 28
2010, 12, 5, 6
2014, 11, 5, 0
2015, 4, 5, 0
2014, 9, 5, 26
2014, 12, 5, 0
2015, 2, 5, 0
2013, 10, 5, 1
2014, 7, 5, 0
2010, 4, 5, 24
2014, 8, 5, 0
2014, 9, 5, 0
2013, 6, 5, 2
2014, 6, 5, 0
2011, 1, 5, 1
2014, 9, 5, 0
2014, 5, 5, 3
2013, 4, 5, 3
2014, 7, 5, 0
2011, 4, 5, 1
2013, 12, 5, 16
2014, 4, 5, 0
2015, 7, 5, 0
2012, 11, 5, 0
2013, 7, 5, 0
2013, 12, 5, 0
2014, 1, 5, 0
2011, 9, 5, 3
2014, 3, 5, 0
2013, 10, 5, 0
2011, 1, 5, 0
2014, 2, 5, 6
2013, 6, 5, 0
2012, 6, 5, 6
2013, 11, 5, 0
2012, 1, 5, 0
2014, 3, 5, 0
2010, 11, 5, 0
2011, 8, 5, 15
2010, 10, 5, 6
2008, 12, 5, 15
2012, 7, 5, 15
2015, 3, 5, 1
2012, 8, 5, 1
2013, 11, 5, 0
2013, 9, 5, 0
2014, 3, 5, 3
2014, 8, 5, 3
2013, 7, 5, 3
2014, 1, 5, 0
2014, 1, 5, 1
2012, 9, 5, 13
2014, 7, 5, 0
2013, 12, 5, 1
2009, 8, 5, 0
2014, 11, 5, 3
2013, 12, 5, 0
2013, 10, 5, 0
2015, 3, 5, 1
2013, 1, 5, 0
2012, 7, 5, 1
2009, 1, 5, 3
2012, 11, 5, 0
2013, 6, 5, 1
2012, 2, 5, 1
2012, 11, 5, 0
2012, 6, 5, 0
2011, 8, 5, 0
2012, 3, 5, 3
2013, 9, 5, 1
2012, 9, 5, 0
2012, 12, 5, 0
2012, 4, 5, 1
2014, 1, 5, 3
2009, 11, 5, 0
2014, 10, 5, 4
2013, 2, 5, 0
2014, 3, 5, 4
2015, 9, 5, 1
2014, 11, 5, 0
2013, 2, 5, 4
2014, 6, 5, 7
2014, 10, 5, 5
2013, 2, 5, 0
2010, 12, 5, 4
2009, 10, 5, 10
2014, 3, 5, 4
2009, 5, 5, 4
2014, 8, 5, 4
2014, 7, 5, 1
2016, 1, 5, 0
2015, 10, 5, 0
2012, 6, 5, 7
2015, 11, 5, 0
2016, 1, 5, 1
2012, 10, 5, 1
2010, 11, 5, 1
2015, 8, 5, 0
2010, 1, 5, 7
2013, 5, 5, 1
2011, 5, 5, 9
2015, 9, 5, 1
2014, 9, 5, 1
2015, 11, 5, 0
2015, 11, 5, 0
2015, 11, 5, 0
2015, 1, 5, 5
2015, 9, 5, 0
2014, 10, 5, 1
2015, 7, 5, 0
2015, 5, 5, 0
2014, 3, 5, 1
2013, 6, 5, 5
2015, 12, 5, 0
2014, 7, 5, 0
2015, 10, 5, 1
2015, 6, 5, 0
2015, 5, 5, 0
2015, 8, 5, 0
2015, 9, 5, 0
2015, 7, 5, 1
2015, 10, 5, 0
2015, 6, 5, 0
2015, 7, 5, 1
2015, 10, 5, 1
2015, 8, 5, 0
2014, 10, 5, 1
2011, 4, 5, 9
2015, 11, 5, 0
2015, 1, 5, 1
2015, 1, 5, 1
2015, 8, 5, 1
2015, 12, 5, 1
2015, 11, 5, 0
2015, 10, 5, 0
2015, 4, 5, 0
2013, 5, 5, 4
2014, 10, 5, 7
2015, 6, 5, 0
2011, 8, 5, 7
2015, 4, 5, 0
2010, 6, 5, 4
2015, 5, 5, 0
2011, 4, 5, 7
2015, 9, 5, 0
2013, 7, 5, 1
2013, 2, 5, 1
2015, 7, 5, 0
2015, 8, 5, 0
2013, 8, 5, 1
2015, 5, 5, 0
2015, 7, 5, 0
2015, 4, 5, 0
2013, 11, 5, 0
2014, 11, 5, 4
2015, 4, 5, 0
2013, 12, 5, 1
2014, 2, 5, 1
2010, 4, 5, 7
2013, 9, 5, 1
2011, 5, 5, 0
2008, 8, 5, 7
2012, 2, 5, 0
2011, 11, 5, 0
2010, 1, 5, 0
2012, 2, 5, 5
2011, 3, 5, 0
2011, 4, 5, 0
2011, 6, 5, 0
2012, 3, 5, 1
2009, 3, 5, 7
2015, 8, 5, 4
2013, 10, 5, 1
2011, 5, 5, 0
2011, 3, 5, 0
2010, 1, 5, 0
2011, 4, 5, 4
2008, 4, 5, 5
2010, 11, 5, 5
2011, 11, 5, 0
2013, 4, 5, 0
2011, 6, 5, 5
2011, 2, 4, 29
2013, 9, 4, 3
2011, 1, 4, 0
2010, 11, 4, 0
2011, 1, 4, 0
2013, 2, 4, 0
2011, 7, 4, 0
2010, 8, 4, 0
2011, 2, 4, 0
2011, 2, 4, 5
2009, 2, 4, 7
2013, 3, 4, 2
2012, 2, 4, 0
2011, 2, 4, 0
2014, 5, 4, 0
2013, 8, 4, 0
2011, 3, 4, 0
2012, 1, 4, 1
2014, 11, 4, 0
2012, 1, 4, 0
2014, 10, 4, 0
2012, 2, 4, 0
2013, 10, 4, 2
2011, 7, 4, 0
2015, 2, 4, 0
2014, 3, 4, 1
2015, 1, 4, 0
2011, 1, 4, 87
2012, 9, 4, 0
2014, 9, 4, 0
2012, 9, 4, 2
2015, 3, 4, 0
2015, 6, 4, 0
2013, 9, 4, 7
2012, 1, 4, 7
2014, 11, 4, 0
2014, 3, 4, 2
2015, 5, 4, 0
2011, 10, 4, 2
2013, 7, 4, 1
2015, 7, 4, 0
2012, 2, 4, 2
2008, 2, 4, 50
2015, 8, 4, 0
2014, 5, 4, 1
2008, 10, 4, 5
2013, 4, 4, 2
2016, 1, 4, 0
2011, 4, 4, 1
2014, 1, 4, 1
2013, 5, 4, 5
2014, 10, 4, 0
2015, 11, 4, 0
2015, 5, 4, 0
2011, 9, 4, 0
2015, 12, 4, 0
2015, 9, 4, 0
2012, 2, 4, 4
2012, 2, 4, 1
2013, 2, 4, 0
2008, 4, 4, 40
2014, 10, 4, 1
2010, 1, 4, 5
2011, 3, 4, 2
2015, 9, 4, 0
2012, 11, 4, 5
2014, 9, 4, 0
2015, 8, 4, 2
2015, 2, 4, 1
2015, 9, 4, 0
2015, 3, 4, 0
2014, 10, 4, 0
2010, 4, 4, 2
2014, 9, 4, 8
2014, 9, 4, 1
2015, 11, 4, 0
2015, 8, 4, 0
2015, 3, 4, 0
2015, 10, 4, 2
2015, 9, 4, 0
2015, 2, 4, 0
2013, 7, 4, 0
2013, 11, 4, 4
2009, 6, 4, 5
2015, 11, 4, 1
2014, 10, 4, 1
2014, 7, 4, 1
2013, 7, 4, 0
2009, 6, 4, 9
2015, 6, 4, 1
2015, 11, 4, 0
2015, 6, 4, 0
2013, 2, 4, 4
2015, 3, 4, 1
2014, 12, 4, 0
2012, 1, 4, 6
2015, 7, 4, 0
2015, 3, 4, 0
2015, 2, 4, 0
2015, 2, 4, 0
2015, 2, 4, 0
2015, 1, 4, 0
2011, 12, 4, 9
2014, 11, 4, 2
2011, 1, 4, 7
2014, 10, 4, 4
2015, 5, 4, 0
2015, 2, 4, 0
2012, 4, 4, 30
2008, 9, 4, 29
2015, 2, 4, 0
2013, 10, 4, 0
2015, 12, 4, 1
2015, 5, 4, 0
2011, 1, 4, 2
2012, 9, 4, 0
2013, 9, 4, 27
2015, 12, 4, 0
2015, 8, 4, 1
2014, 10, 4, 2
2011, 11, 4, 2
2015, 4, 4, 0
2014, 1, 4, 1
2015, 2, 4, 0
2012, 7, 4, 2
2015, 10, 4, 0
2015, 7, 4, 0
2015, 10, 4, 0
2012, 3, 4, 2
2012, 9, 4, 2
2015, 1, 4, 1
2011, 7, 4, 0
2014, 9, 4, 0
2015, 4, 4, 0
2014, 11, 4, 9
2014, 4, 4, 0
2012, 3, 4, 0
2015, 4, 4, 0
2015, 4, 4, 0
2014, 5, 4, 0
2014, 8, 4, 0
2014, 9, 4, 0
2014, 4, 4, 0
2015, 5, 4, 0
2014, 3, 4, 0
2012, 12, 4, 1
2010, 9, 4, 0
2014, 4, 4, 0
2015, 9, 4, 0
2010, 7, 4, 10
2011, 7, 4, 19
2015, 9, 4, 0
2012, 9, 4, 3
2014, 5, 4, 4
2014, 9, 4, 5
2013, 2, 4, 0
2013, 11, 4, 0
2013, 3, 4, 0
2012, 9, 4, 1
2012, 10, 4, 0
2008, 4, 4, 1
2013, 4, 4, 1
2009, 12, 4, 3
2009, 11, 4, 5
2014, 5, 4, 1
2010, 3, 4, 18
2012, 11, 4, 10
2013, 9, 4, 0
2012, 11, 4, 1
2012, 9, 4, 0
2012, 11, 4, 0
2013, 6, 4, 0
2014, 9, 4, 10
2008, 3, 4, 18
2011, 1, 4, 3
2013, 6, 4, 0
2012, 10, 4, 5
2012, 7, 4, 0
2012, 7, 4, 1
2014, 8, 4, 0
2012, 8, 4, 0
2015, 7, 4, 0
2010, 12, 4, 3
2013, 4, 4, 3
2014, 7, 4, 0
2014, 12, 4, 3
2014, 5, 4, 0
2015, 1, 4, 0
2012, 10, 4, 0
2012, 8, 4, 0
2014, 3, 4, 3
2012, 7, 4, 0
2013, 11, 4, 1
2012, 1, 4, 3
2011, 4, 4, 12
2012, 11, 4, 0
2013, 2, 4, 1
2014, 12, 4, 0
2013, 9, 4, 0
2013, 11, 4, 0
2013, 8, 4, 0
2012, 9, 4, 1
2013, 6, 4, 0
2013, 2, 4, 3
2011, 6, 4, 3
2012, 12, 4, 3
2014, 10, 4, 0
2008, 3, 4, 12
2013, 9, 4, 0
2013, 7, 4, 0
2012, 11, 4, 12
2013, 7, 4, 0
2012, 2, 4, 1
2011, 12, 4, 13
2014, 1, 4, 0
2014, 1, 4, 0
2013, 8, 4, 0
2011, 8, 4, 1
2011, 10, 4, 1
2012, 9, 4, 1
2014, 2, 4, 6
2015, 3, 3, 0
2010, 9, 3, 4
2011, 3, 3, 7
2014, 10, 3, 0
2015, 8, 3, 1
2013, 2, 3, 2
2015, 8, 3, 0
2014, 2, 3, 2
2013, 11, 3, 0
2011, 5, 3, 0
2015, 6, 3, 0
2015, 12, 3, 0
2008, 6, 3, 55
2012, 6, 3, 0
2016, 1, 3, 0
2014, 2, 3, 2
2014, 11, 3, 1
2014, 10, 3, 0
2014, 10, 3, 2
2010, 11, 3, 2
2013, 7, 3, 2
2015, 9, 3, 0
2015, 9, 3, 0
2015, 1, 3, 0
2014, 5, 3, 2
2013, 7, 3, 7
2012, 5, 3, 0
2014, 10, 3, 1
2012, 5, 3, 0
2012, 7, 3, 9
2014, 11, 3, 0
2015, 12, 3, 1
2009, 6, 3, 2
2011, 2, 3, 5
2015, 1, 3, 0
2015, 1, 3, 0
2015, 8, 3, 0
2014, 7, 3, 0
2015, 8, 3, 0
2014, 5, 3, 0
2015, 4, 3, 0
2015, 1, 3, 0
2013, 10, 3, 2
2013, 2, 3, 0
2015, 12, 3, 0
2015, 10, 3, 2
2013, 1, 3, 8
2009, 11, 3, 4
2014, 12, 3, 0
2011, 9, 3, 7
2014, 7, 3, 6
2015, 3, 3, 0
2015, 1, 3, 0
2014, 2, 3, 1
2011, 12, 3, 0
2015, 7, 3, 0
2013, 11, 3, 0
2015, 10, 3, 0
2012, 6, 3, 1
2015, 2, 3, 0
2014, 6, 3, 1
2012, 3, 3, 4
2010, 7, 3, 4
2014, 10, 3, 0
2015, 4, 3, 0
2015, 2, 3, 0
2015, 4, 3, 0
2015, 3, 3, 0
2013, 12, 3, 0
2013, 1, 3, 0
2013, 6, 3, 0
2012, 5, 3, 0
2014, 11, 3, 1
2014, 10, 3, 0
2011, 9, 3, 1
2012, 5, 3, 9
2009, 4, 3, 8
2011, 9, 3, 2
2014, 11, 3, 0
2011, 11, 3, 1
2012, 3, 3, 24
2015, 9, 3, 0
2013, 5, 3, 1
2012, 8, 3, 0
2015, 9, 3, 0
2009, 11, 3, 24
2014, 8, 3, 0
2011, 1, 3, 2
2015, 11, 3, 0
2015, 12, 3, 0
2012, 5, 3, 0
2012, 10, 3, 0
2011, 4, 3, 2
2014, 6, 3, 1
2012, 1, 3, 0
2010, 10, 3, 9
2015, 10, 3, 0
2015, 4, 3, 0
2014, 8, 3, 0
2013, 9, 3, 8
2015, 9, 3, 7
2009, 6, 3, 21
2014, 5, 3, 5
2012, 11, 3, 7
2015, 6, 3, 0
2011, 7, 3, 2
2014, 7, 3, 0
2013, 5, 3, 1
2015, 3, 3, 0
2014, 4, 3, 1
2015, 9, 3, 0
2009, 5, 3, 1
2015, 5, 3, 0
2015, 5, 3, 2
2015, 10, 3, 0
2011, 12, 3, 1
2015, 1, 3, 0
2015, 7, 3, 0
2015, 12, 3, 0
2011, 4, 3, 9
2011, 1, 3, 0
2015, 8, 3, 0
2015, 8, 3, 0
2015, 9, 3, 0
2011, 10, 3, 7
2014, 6, 3, 0
2014, 10, 3, 0
2014, 8, 3, 0
2014, 12, 3, 0
2013, 11, 3, 0
2012, 5, 3, 0
2015, 5, 3, 0
2011, 3, 3, 1
2012, 11, 3, 1
2014, 9, 3, 0
2009, 12, 3, 20
2015, 3, 3, 2
2014, 4, 3, 0
2009, 7, 3, 147
2013, 12, 3, 1
2011, 8, 3, 0
2012, 1, 3, 0
2015, 4, 3, 0
2015, 10, 3, 0
2013, 3, 3, 2
2015, 3, 3, 1
2012, 6, 3, 1
2014, 7, 3, 0
2010, 12, 3, 1
2015, 12, 3, 0
2014, 6, 3, 0
2015, 8, 3, 0
2013, 10, 3, 4
2012, 3, 3, 44
2012, 1, 3, 1
2009, 11, 3, 10
2015, 1, 3, 1
2013, 5, 3, 0
2013, 11, 3, 1
2012, 10, 3, 1
2015, 2, 3, 0
2015, 4, 3, 0
2013, 1, 3, 2
2015, 8, 3, 1
2014, 3, 3, 7
2015, 3, 3, 0
2013, 4, 3, 0
2011, 1, 3, 2
2013, 5, 3, 1
2011, 5, 3, 10
2011, 11, 3, 3
2013, 2, 3, 1
2013, 3, 3, 1
2014, 10, 3, 5
2016, 1, 3, 0
2011, 4, 3, 2
2014, 10, 3, 0
2011, 6, 3, 19
2012, 2, 3, 1
2015, 12, 3, 4
2012, 10, 3, 1
2014, 12, 3, 0
2014, 7, 3, 0
2010, 3, 3, 1
2013, 1, 3, 1
2015, 1, 3, 0
2014, 9, 3, 0
2012, 6, 3, 0
2015, 1, 3, 4
2014, 7, 3, 0
2011, 2, 3, 3
2011, 12, 3, 2
2015, 11, 3, 0
2012, 9, 3, 0
2013, 5, 3, 0
2009, 1, 3, 0
2013, 4, 3, 1
2011, 5, 3, 3
2013, 10, 3, 1
2011, 1, 3, 0
2013, 1, 3, 0
2012, 5, 3, 0
2015, 2, 3, 1
2015, 1, 3, 1
2015, 3, 3, 1
2013, 10, 3, 5
2014, 4, 3, 3
2015, 2, 3, 0
2013, 11, 3, 1
2010, 6, 3, 17
2012, 9, 3, 8
2009, 6, 3, 2
2015, 2, 3, 0
2012, 2, 3, 1
2014, 10, 3, 3
2015, 1, 3, 1
2012, 1, 3, 3
2012, 3, 3, 0
2014, 6, 3, 3
2013, 1, 3, 1
2014, 5, 3, 1
2014, 9, 3, 0
2013, 6, 3, 0
2009, 8, 3, 1
2013, 10, 3, 4
2014, 6, 3, 1
2014, 7, 3, 1
2011, 10, 3, 0
2013, 1, 3, 0
2015, 1, 3, 0
2015, 10, 3, 2
2015, 4, 3, 0
2012, 8, 3, 0
2011, 11, 3, 1
2015, 3, 3, 0
2011, 1, 3, 0
2010, 4, 3, 3
2012, 1, 3, 5
2012, 10, 3, 0
2015, 12, 3, 0
2013, 3, 3, 0
2013, 4, 3, 0
2013, 6, 3, 1
2014, 10, 3, 0
2015, 2, 3, 0
2010, 8, 3, 5
2015, 9, 3, 0
2011, 2, 3, 6
2014, 2, 3, 3
2012, 7, 3, 16
2012, 11, 3, 1
2015, 5, 3, 0
2013, 7, 3, 0
2008, 12, 3, 7
2014, 2, 3, 0
2014, 1, 3, 0
2013, 1, 3, 0
2016, 1, 3, 1
2013, 1, 3, 0
2013, 5, 3, 0
2015, 2, 3, 0
2013, 6, 3, 1
2013, 10, 3, 4
2015, 4, 3, 1
2015, 1, 3, 0
2013, 3, 3, 0
2010, 1, 3, 16
2013, 1, 3, 0
2015, 2, 3, 0
2015, 1, 3, 0
2013, 5, 3, 0
2015, 9, 3, 0
2012, 4, 3, 7
2014, 5, 3, 0
2011, 10, 3, 6
2012, 10, 3, 0
2013, 2, 3, 2
2011, 5, 3, 0
2013, 11, 3, 2
2015, 1, 3, 1
2013, 11, 3, 0
2014, 3, 3, 0
2013, 7, 3, 0
2013, 1, 3, 0
2015, 3, 3, 1
2008, 11, 3, 8
2013, 10, 3, 0
2012, 5, 3, 0
2013, 7, 3, 0
2011, 7, 3, 0
2012, 5, 3, 1
2013, 10, 3, 12
2014, 11, 3, 1
2013, 4, 3, 2
2015, 2, 3, 0
2014, 3, 3, 1
2013, 8, 3, 0
2015, 3, 3, 2
2015, 1, 3, 0
2008, 12, 3, 12
2012, 6, 3, 3
2015, 1, 3, 0
2015, 3, 3, 0
2015, 8, 3, 2
2013, 11, 3, 0
2013, 9, 3, 0
2013, 12, 3, 15
2009, 4, 3, 34
2011, 10, 3, 1
2009, 6, 3, 2
2008, 7, 3, 3
2014, 1, 3, 3
2014, 4, 3, 3
2010, 10, 3, 1
2012, 6, 3, 3
2014, 1, 3, 0
2014, 1, 3, 0
2010, 10, 3, 1
2013, 8, 3, 0
2014, 1, 3, 0
2014, 3, 3, 0
2011, 1, 3, 5
2010, 9, 3, 70
2011, 6, 3, 0
2015, 3, 3, 0
2013, 2, 3, 1
2013, 10, 3, 0
2011, 10, 3, 2
2011, 2, 3, 4
2014, 6, 2, 0
2015, 9, 2, 1
2014, 10, 2, 0
2014, 11, 2, 0
2014, 5, 2, 0
2015, 2, 2, 0
2012, 10, 2, 0
2015, 10, 2, 0
2014, 7, 2, 1
2014, 5, 2, 1
2015, 2, 2, 0
2014, 4, 2, 0
2014, 9, 2, 2
2014, 6, 2, 1
2014, 4, 2, 0
2014, 7, 2, 0
2014, 5, 2, 1
2011, 11, 2, 4
2012, 4, 2, 1
2015, 5, 2, 0
2015, 5, 2, 0
2015, 4, 2, 0
2010, 1, 2, 4
2010, 7, 2, 78
2014, 10, 2, 5
2014, 10, 2, 1
2015, 10, 2, 0
2015, 9, 2, 8
2014, 4, 2, 0
2013, 4, 2, 2
2008, 11, 2, 2
2013, 12, 2, 0
2015, 11, 2, 1
2011, 10, 2, 0
2010, 3, 2, 2
2014, 8, 2, 0
2012, 4, 2, 0
2014, 9, 2, 0
2012, 11, 2, 2
2015, 2, 2, 0
2015, 4, 2, 0
2015, 3, 2, 0
2014, 10, 2, 0
2014, 1, 2, 1
2015, 3, 2, 0
2015, 5, 2, 0
2015, 2, 2, 0
2014, 9, 2, 0
2014, 12, 2, 0
2014, 10, 2, 0
2010, 10, 2, 5
2012, 3, 2, 0
2015, 9, 2, 0
2015, 1, 2, 0
2012, 1, 2, 5
2014, 10, 2, 1
2013, 6, 2, 2
2011, 11, 2, 1
2015, 10, 2, 0
2014, 9, 2, 0
2014, 8, 2, 0
2014, 8, 2, 1
2012, 5, 2, 1
2014, 5, 2, 0
2014, 3, 2, 2
2015, 7, 2, 0
2012, 6, 2, 1
2013, 3, 2, 2
2015, 9, 2, 0
2014, 11, 2, 0
2015, 10, 2, 0
2015, 10, 2, 0
2015, 8, 2, 0
2015, 5, 2, 0
2015, 10, 2, 0
2014, 5, 2, 0
2015, 3, 2, 0
2011, 3, 2, 2
2015, 1, 2, 0
2014, 7, 2, 0
2014, 4, 2, 0
2016, 1, 2, 0
2015, 3, 2, 1
2014, 10, 2, 0
2012, 4, 2, 0
2012, 8, 2, 1
2015, 1, 2, 0
2015, 10, 2, 0
2014, 12, 2, 0
2013, 9, 2, 1
2015, 2, 2, 0
2010, 1, 2, 7
2014, 3, 2, 1
2014, 10, 2, 0
2014, 10, 2, 0
2015, 3, 2, 0
2015, 5, 2, 0
2015, 3, 2, 0
2011, 11, 2, 0
2013, 7, 2, 1
2015, 6, 2, 0
2015, 6, 2, 0
2014, 5, 2, 2
2011, 5, 2, 8
2013, 5, 2, 1
2011, 10, 2, 2
2015, 12, 2, 0
2010, 11, 2, 0
2010, 12, 2, 6
2010, 2, 2, 0
2010, 12, 2, 0
2014, 4, 2, 0
2015, 7, 2, 1
2011, 11, 2, 2
2011, 6, 2, 6
2014, 4, 2, 0
2011, 8, 2, 4
2015, 4, 2, 0
2015, 5, 2, 0
2013, 4, 2, 0
2015, 5, 2, 0
2013, 1, 2, 0
2013, 12, 2, 1
2013, 3, 2, 0
2014, 4, 2, 0
2009, 10, 2, 1
2012, 1, 2, 2
2015, 9, 2, 0
2014, 9, 2, 0
2014, 7, 2, 0
2013, 10, 2, 1
2015, 3, 2, 0
2008, 7, 2, 1
2011, 1, 2, 0
2009, 8, 2, 4
2011, 10, 2, 0
2014, 7, 2, 4
2011, 6, 2, 2
2013, 4, 2, 0
2008, 3, 2, 34
2013, 2, 2, 0
2014, 11, 2, 0
2013, 4, 2, 3
2015, 12, 2, 0
2011, 2, 2, 0
2015, 10, 2, 0
2012, 9, 2, 2
2013, 4, 2, 1
2015, 11, 2, 0
2013, 6, 2, 1
2014, 11, 2, 0
2015, 3, 2, 0
2012, 7, 2, 0
2008, 6, 2, 7
2013, 4, 2, 3
2014, 2, 2, 2
2015, 1, 2, 0
2013, 5, 2, 0
2014, 6, 2, 19
2014, 10, 2, 2
2014, 9, 2, 2
2013, 6, 2, 1
2014, 1, 2, 0
2013, 5, 2, 1
2013, 1, 2, 0
2012, 11, 2, 4
2014, 12, 2, 0
2014, 7, 2, 0
2014, 5, 2, 0
2013, 11, 2, 5
2015, 4, 2, 0
2013, 12, 2, 2
2010, 6, 2, 1
2015, 2, 2, 0
2012, 5, 2, 3
2014, 12, 2, 0
2012, 11, 2, 0
2013, 12, 2, 0
2009, 12, 2, 18
2014, 8, 2, 0
2012, 12, 2, 0
2013, 4, 2, 0
2012, 9, 2, 0
2012, 11, 2, 0
2012, 4, 2, 4
2013, 5, 2, 0
2014, 12, 2, 0
2012, 8, 2, 0
2015, 4, 2, 1
2013, 11, 2, 0
2015, 11, 2, 0
2015, 5, 2, 0
2015, 2, 2, 0
2015, 3, 2, 0
2015, 9, 2, 1
2013, 6, 2, 0
2013, 1, 2, 6
2014, 6, 2, 0
2014, 11, 2, 0
2012, 6, 2, 2
2013, 2, 2, 0
2015, 2, 2, 1
2015, 2, 2, 0
2014, 5, 2, 0
2013, 9, 2, 7
2015, 5, 2, 4
2012, 5, 2, 0
2010, 12, 2, 2
2014, 6, 2, 3
2012, 12, 2, 0
2015, 11, 2, 1
2015, 5, 2, 0
2013, 6, 2, 1
2013, 4, 2, 2
2010, 8, 2, 10
2015, 7, 2, 0
2013, 8, 2, 4
2015, 12, 2, 0
2011, 3, 2, 0
2013, 5, 2, 0
2013, 2, 2, 0
2010, 11, 2, 7
2012, 1, 2, 7
2014, 7, 2, 1
2012, 8, 2, 5
2012, 12, 2, 10
2013, 2, 2, 0
2011, 12, 2, 0
2011, 12, 2, 1
2012, 3, 2, 4
2013, 6, 2, 1
2012, 3, 2, 0
2016, 1, 2, 0
2011, 11, 2, 0
2014, 11, 2, 1
2011, 10, 2, 0
2016, 1, 2, 0
2014, 8, 2, 0
2011, 10, 2, 1
2014, 6, 2, 1
2011, 4, 2, 0
2013, 9, 2, 0
2013, 3, 2, 0
2011, 2, 2, 3
2008, 10, 2, 12
2012, 9, 2, 0
2012, 10, 2, 5
2014, 12, 2, 0
2015, 3, 2, 0
2012, 6, 2, 0
2013, 12, 2, 2
2014, 6, 2, 0
2011, 12, 2, 3
2015, 2, 2, 0
2010, 12, 2, 4
2013, 1, 2, 1
2012, 8, 2, 0
2013, 1, 2, 0
2014, 7, 2, 1
2013, 12, 2, 1
2010, 8, 2, 4
2012, 4, 2, 0
2015, 8, 2, 0
2015, 3, 2, 0
2015, 1, 2, 0
2013, 8, 2, 1
2011, 12, 2, 1
2015, 8, 2, 0
2013, 1, 2, 2
2012, 10, 2, 1
2015, 2, 2, 0
2012, 8, 2, 0
2015, 10, 2, 0
2015, 6, 2, 0
2013, 8, 2, 8
2012, 11, 2, 0
2011, 10, 2, 0
2012, 11, 2, 6
2013, 11, 2, 2
2010, 5, 2, 0
2014, 11, 2, 0
2010, 4, 2, 0
2010, 4, 2, 16
2012, 2, 2, 4
2015, 8, 2, 3
2014, 11, 2, 3
2015, 2, 2, 0
2015, 8, 2, 0
2015, 4, 2, 0
2014, 4, 2, 0
2012, 8, 2, 0
2009, 5, 2, 5
2015, 3, 2, 0
2013, 6, 2, 0
2012, 2, 2, 0
2013, 6, 2, 0
2014, 12, 2, 1
2014, 1, 2, 16
2015, 2, 2, 0
2014, 7, 2, 0
2013, 3, 2, 1
2012, 7, 2, 0
2010, 12, 2, 2
2013, 8, 2, 0
2013, 3, 2, 0
2014, 2, 2, 5
2014, 3, 2, 0
2012, 9, 2, 1
2013, 3, 2, 0
2013, 3, 2, 0
2014, 11, 2, 0
2013, 2, 2, 0
2014, 3, 2, 1
2015, 8, 2, 0
2012, 7, 2, 0
2012, 12, 2, 2
2012, 10, 2, 0
2011, 12, 2, 3
2013, 4, 2, 0
2015, 6, 2, 0
2013, 11, 2, 0
2014, 1, 2, 0
2013, 12, 2, 0
2015, 6, 2, 0
2015, 8, 2, 0
2014, 2, 2, 0
2015, 2, 2, 6
2014, 9, 2, 6
2015, 7, 2, 0
2015, 7, 2, 0
2014, 10, 2, 0
2012, 7, 2, 16
2014, 11, 2, 0
2014, 2, 2, 0
2015, 8, 2, 0
2013, 7, 2, 2
2012, 4, 2, 5
2014, 5, 2, 1
2014, 11, 2, 1
2014, 10, 2, 2
2010, 8, 2, 8
2014, 1, 2, 0
2010, 7, 2, 0
2012, 3, 2, 5
2015, 5, 2, 0
2013, 7, 2, 0
2013, 2, 2, 0
2012, 10, 2, 1
2012, 12, 2, 0
2009, 9, 2, 3
2013, 8, 2, 0
2013, 8, 2, 3
2012, 7, 2, 0
2015, 1, 2, 3
2012, 10, 2, 0
2011, 4, 2, 0
2009, 12, 2, 27
2014, 2, 2, 0
